YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,FLOODS
2086,26.6,26.4,0.0,64.8,143.6,262.3,276.9,325.0,229.9,69.7,29.3,13.7,1468.2,53.0,208.4,1094.0,112.7,1
2087,23.7,28.6,23.4,34.0,26.2,39.7,378.8,241.3,227.1,108.4,14.4,0.0,1145.6,52.2,83.6,886.9,122.8,1
2088,17.1,0.5,33.8,56.9,31.7,167.3,343.7,217.1,231.0,63.0,44.9,29.9,1236.9,17.6,122.5,959.1,137.7,1
2089,7.8,32.6,13.5,39.9,68.5,239.5,313.4,138.5,145.3,31.3,47.1,15.4,1092.9,40.4,121.9,836.7,93.8,1
2090,0.0,30.6,61.2,40.7,121.3,169.9,294.8,225.9,133.0,103.4,35.3,0.4,1216.4,30.6,223.1,823.6,139.1,1
2091,12.6,7.8,18.6,54.0,38.6,152.7,220.9,351.2,169.8,92.1,11.6,21.3,1151.2,20.4,111.2,894.6,125.0,1
2092,28.3,18.6,29.3,31.9,54.6,182.1,142.3,276.2,189.1,94.5,22.5,6.6,1075.8,46.9,115.7,789.7,123.5,1
2093,20.6,21.4,40.0,77.8,92.2,155.6,302.9,359.1,177.4,105.8,31.8,22.2,1406.8,42.0,210.0,995.0,159.8,0
2094,3.1,20.1,19.4,41.5,61.5,176.7,350.6,237.8,92.4,99.4,46.8,25.7,1174.9,23.2,122.3,857.6,171.8,1
2095,20.1,26.7,0.0,58.6,52.6,137.4,287.4,328.1,279.5,83.1,1.3,27.2,1302.1,46.8,111.2,1032.4,111.6,1
2096,22.6,42.0,22.3,77.0,77.8,236.0,257.6,231.2,175.7,172.9,21.7,14.2,1351.1,64.7,177.1,900.5,208.8,1
2097,7.4,37.1,48.5,67.7,69.6,253.3,327.5,214.3,199.0,33.2,24.9,11.4,1294.1,44.5,185.9,994.1,69.6,1
2098,19.8,3.6,23.9,14.0,90.9,167.7,289.2,272.7,254.7,59.7,31.3,9.1,1236.7,23.5,128.8,984.3,100.2,1
2099,18.7,30.7,14.8,54.8,98.2,98.7,413.0,234.8,68.1,118.8,7.0,8.1,1165.5,49.4,167.7,814.6,133.8,0
2100,4.3,40.6,46.7,63.7,70.6,146.2,381.3,175.1,163.4,87.4,28.6,15.8,1223.7,44.9,181.0,866.0,131.9,1
2101,22.3,27.4,24.0,64.6,70.2,164.9,362.2,267.6,169.9,110.8,26.8,13.7,1324.4,49.7,158.8,964.5,151.3,1
2102,24.7,37.3,20.8,20.5,68.0,202.8,348.0,287.2,172.5,88.5,12.2,6.9,1289.5,62.0,109.3,1010.6,107.6,1
2103,31.0,50.2,32.7,30.5,75.7,119.6,204.7,366.2,181.0,134.2,30.6,3.4,1259.8,81.2,138.9,871.5,168.3,1
2104,30.6,36.3,43.9,66.9,63.5,132.7,341.4,343.7,265.3,43.7,22.2,14.8,1405.0,67.0,174.3,1083.1,80.7,1
2105,1.5,25.5,72.9,28.2,62.0,203.1,321.3,363.0,225.0,133.0,42.9,11.2,1489.6,27.0,163.1,1112.4,187.1,1
2106,6.7,36.6,44.9,38.4,95.5,226.6,337.4,329.0,239.8,126.5,15.3,3.4,1500.3,43.4,178.8,1132.9,145.2,1
2107,24.2,24.0,50.9,79.7,104.5,140.8,329.5,302.6,192.5,36.0,34.8,25.1,1344.5,48.2,235.0,965.4,95.9,1
2108,24.2,22.3,20.9,43.9,19.8,101.7,326.7,196.4,117.2,106.0,16.8,35.5,1031.5,46.5,84.6,742.0,158.3,1
2109,24.2,17.1,11.5,29.0,62.3,355.6,484.1,290.2,81.9,80.4,21.0,26.6,1483.8,41.3,102.8,1211.7,128.0,1
2110,64.2,43.9,31.1,25.7,42.7,218.1,289.7,320.6,110.5,58.9,38.9,8.1,1252.4,108.1,99.5,938.8,106.0,1
2111,24.9,10.5,31.9,52.3,53.3,160.3,360.5,379.1,208.7,10.2,37.7,15.4,1345.0,35.4,137.5,1108.7,63.4,1
2112,31.6,43.5,10.6,15.7,73.3,222.8,262.0,326.7,191.7,43.6,24.7,32.9,1278.9,75.1,99.5,1003.1,101.2,1
2113,29.4,29.0,26.8,39.6,80.7,168.2,350.3,364.3,179.1,108.9,27.6,3.1,1407.1,58.4,147.1,1061.9,139.6,1
2114,25.8,2.4,37.2,52.3,58.9,222.7,360.8,209.8,170.8,112.9,3.9,24.6,1282.2,28.2,148.4,964.1,141.5,1
2115,14.2,27.1,36.5,73.6,8.4,183.8,320.5,257.8,294.6,74.0,61.1,0.1,1351.7,41.4,118.5,1056.7,135.1,1
2116,27.1,0.0,39.1,59.7,35.0,180.0,411.8,309.2,147.2,113.0,46.7,34.5,1403.4,27.1,133.7,1048.3,194.3,1
2117,8.7,30.8,35.2,29.3,87.1,168.8,233.1,358.9,238.2,117.9,46.0,11.3,1365.4,39.5,151.6,999.0,175.2,1
2118,15.2,34.4,20.9,70.9,0.0,95.4,260.9,270.1,190.1,87.9,1.1,40.5,1087.4,49.6,91.8,816.5,129.5,1
2119,12.2,13.7,20.7,38.4,95.2,281.6,309.9,274.4,186.8,54.6,21.1,35.0,1343.6,25.9,154.4,1052.7,110.7,1
2120,19.0,23.7,8.4,17.8,76.6,123.2,356.7,326.7,251.2,98.8,26.3,14.8,1343.2,42.7,102.8,1057.8,139.9,1
2121,45.8,49.4,62.1,41.2,98.9,100.2,307.6,203.4,266.1,100.5,0.0,8.1,1283.2,95.1,202.2,877.3,108.6,1
2122,0.0,14.9,30.2,76.6,56.4,163.3,385.0,389.3,177.5,107.6,50.8,18.1,1469.9,14.9,163.3,1115.1,176.6,1
2123,26.2,7.2,26.0,48.6,4.3,122.1,248.7,220.2,231.6,114.9,62.1,14.0,1125.8,33.4,78.9,822.6,191.0,1
2124,0.0,42.7,13.3,45.3,74.1,172.2,215.2,149.5,208.9,30.2,74.2,11.6,1037.2,42.7,132.6,745.8,116.1,1
2125,12.3,49.5,82.8,81.0,97.7,212.8,316.6,280.7,190.4,62.6,12.1,0.0,1398.5,61.8,261.6,1000.5,74.7,1
2126,31.1,22.1,10.7,13.5,87.9,229.7,289.6,395.5,200.6,9.9,35.3,10.3,1336.2,53.1,112.1,1115.5,55.5,0
2127,18.8,36.2,22.3,16.7,43.4,219.8,333.0,319.9,154.2,110.4,59.5,3.8,1337.9,54.9,82.4,1026.9,173.6,1
2128,5.1,40.8,37.5,9.5,64.4,158.2,293.1,331.1,174.1,73.9,27.9,22.1,1237.6,45.8,111.4,956.4,123.9,1
2129,9.4,11.6,40.8,53.2,47.1,177.7,271.2,282.8,159.8,98.4,21.7,26.9,1200.6,21.0,141.1,891.5,146.9,1
2130,26.2,15.2,47.2,48.7,39.1,197.4,289.8,269.6,236.9,25.9,0.0,24.1,1220.1,41.4,135.0,993.7,50.1,1
2131,9.2,39.2,62.5,78.9,88.8,78.3,297.0,174.9,185.0,135.2,55.7,19.8,1224.7,48.5,230.2,735.3,210.7,1
2132,20.6,45.6,39.1,50.4,28.5,206.4,273.7,126.4,122.5,36.6,32.6,6.6,988.9,66.2,117.9,728.9,75.8,0
2133,18.5,29.9,11.0,36.1,37.0,94.8,280.8,293.3,152.4,111.4,18.4,18.3,1102.0,48.4,84.1,821.4,148.1,1
2134,10.2,9.7,25.4,45.0,31.1,287.2,266.7,369.3,23.6,86.5,38.7,24.7,1218.1,19.9,101.5,946.9,149.9,1
2135,43.7,49.8,35.5,47.6,20.3,152.8,355.0,303.4,164.3,74.8,36.1,9.6,1292.8,93.5,103.4,975.4,120.4,1
2136,25.6,14.6,67.2,8.2,66.1,164.8,308.6,322.4,192.0,71.7,36.4,17.3,1294.9,40.2,141.5,987.8,125.4,1
2137,0.0,17.3,4.8,104.6,94.5,132.7,453.0,387.7,182.9,57.8,28.7,14.4,1478.4,17.3,204.0,1156.3,100.8,1
2138,20.2,26.8,51.6,56.4,56.8,140.4,306.2,302.4,293.0,131.2,65.4,34.3,1484.8,47.0,164.9,1041.9,231.0,1
2139,10.1,43.8,33.2,49.6,19.8,300.1,256.4,271.7,219.9,82.5,30.3,25.4,1342.8,53.8,102.7,1048.1,138.2,1
2140,28.2,34.0,45.1,58.5,85.5,226.7,481.9,224.3,217.6,33.8,65.4,22.7,1523.8,62.2,189.1,1150.6,121.9,1
2141,8.5,27.8,28.2,60.6,109.2,89.8,324.0,417.5,104.6,67.4,44.3,0.0,1281.8,36.3,198.0,935.8,111.7,1
2142,16.6,28.5,14.8,41.9,43.9,257.7,364.3,315.8,171.0,86.9,40.0,17.9,1399.4,45.1,100.6,1108.9,144.8,1
2143,24.1,22.6,43.5,31.1,48.6,240.6,336.4,215.8,164.7,116.1,30.7,14.3,1288.6,46.7,123.2,957.6,161.1,1
2144,28.4,29.8,41.8,58.2,76.4,159.5,338.6,200.4,149.1,59.0,52.5,14.2,1207.9,58.2,176.4,847.6,125.7,0
2145,3.6,0.0,47.5,53.5,107.4,191.9,332.5,365.2,148.4,61.6,35.3,0.0,1346.8,3.6,208.4,1038.0,96.8,1
2146,14.0,17.8,29.8,27.2,47.4,174.2,217.9,209.5,96.0,82.9,14.4,4.0,935.0,31.8,104.4,697.5,101.3,1
2147,12.3,25.4,19.2,76.2,24.7,283.5,320.7,406.1,123.7,115.2,13.7,15.3,1435.9,37.7,120.1,1133.9,144.1,1
2148,10.2,5.9,1.9,51.5,79.7,131.2,202.3,92.6,235.5,30.0,41.4,28.3,910.3,16.0,133.1,661.5,99.7,0
2149,39.2,27.4,44.7,61.1,84.4,183.0,282.8,376.7,182.6,101.2,14.9,9.5,1407.5,66.6,190.2,1025.1,125.6,1
2150,22.9,19.1,37.6,75.6,62.2,151.5,244.2,313.1,163.7,64.4,31.8,11.6,1197.6,42.0,175.4,872.4,107.7,1
2151,2.9,46.6,12.6,45.5,46.4,96.2,320.0,288.1,189.7,69.7,54.1,35.6,1207.3,49.4,104.5,894.0,159.4,0
2152,29.0,44.0,20.3,52.0,89.8,295.5,318.4,268.1,250.7,158.1,39.1,12.7,1577.7,73.0,162.1,1132.7,209.9,1
2153,43.5,15.5,21.6,62.8,76.8,110.0,328.7,408.6,190.2,74.5,18.6,14.6,1365.3,58.9,161.2,1037.5,107.7,1
2154,30.4,19.9,3.3,29.1,40.5,187.1,315.1,328.1,218.1,110.7,61.2,14.7,1358.1,50.3,72.8,1048.4,186.6,1
2155,0.0,21.0,15.3,46.2,63.4,79.3,252.5,218.6,146.0,109.3,44.0,1.2,996.6,21.0,124.8,696.3,154.5,0
2156,12.2,15.7,9.6,47.8,24.2,153.1,276.7,163.1,157.8,37.2,53.4,22.3,972.9,27.9,81.5,750.7,112.8,1
2157,33.2,24.7,22.6,24.0,81.2,198.2,359.4,292.1,208.4,11.9,0.0,8.8,1264.5,57.9,127.7,1058.1,20.7,1
2158,9.5,11.4,16.7,96.0,54.7,129.6,369.7,279.9,288.4,113.2,39.6,15.7,1424.5,20.9,167.3,1067.7,168.5,1
2159,23.3,6.2,0.7,14.0,49.8,207.3,214.7,176.6,264.3,40.8,49.8,20.9,1068.6,29.5,64.6,863.0,111.6,1
2160,27.3,30.7,66.4,16.4,61.1,160.2,187.8,276.2,220.3,18.8,67.0,37.4,1169.7,58.0,143.9,844.6,123.1,0
2161,6.9,30.8,52.5,73.9,63.1,238.8,244.1,241.0,197.9,121.0,3.7,1.5,1275.3,37.7,189.6,921.8,126.2,1
2162,17.3,10.7,16.0,60.7,87.1,249.9,368.2,280.6,262.9,43.3,57.1,25.5,1479.2,28.0,163.7,1161.5,125.9,1
2163,0.0,34.5,34.9,22.4,78.6,142.7,380.0,329.4,231.3,52.6,65.9,25.6,1398.0,34.5,135.9,1083.5,144.1,1
2164,5.7,13.2,37.5,58.4,57.6,179.2,230.3,381.5,70.7,157.0,0.0,9.0,1200.1,18.9,153.5,861.7,166.0,0
2165,15.0,25.5,51.4,77.3,83.4,185.1,316.5,341.8,135.2,18.9,42.6,22.6,1315.3,40.5,212.1,978.6,84.1,1
2166,3.0,33.5,15.3,44.3,73.2,209.1,423.4,230.9,207.6,34.3,45.4,34.1,1354.0,36.5,132.8,1071.0,113.7,1
2167,37.6,21.5,49.7,102.2,50.1,175.8,324.1,305.1,97.1,64.5,26.5,7.6,1261.6,59.1,201.9,902.0,98.6,1
2168,0.8,28.4,20.1,7.1,58.5,185.5,394.5,284.3,143.3,72.9,23.2,18.7,1237.2,29.2,85.7,1007.6,114.7,1
2169,12.7,14.8,6.0,60.3,57.8,161.6,364.9,189.4,153.6,48.0,46.4,20.5,1136.0,27.5,124.1,869.5,114.8,1
2170,19.6,19.2,43.0,70.7,76.1,181.3,231.3,307.1,176.7,38.0,20.7,21.9,1205.6,38.8,189.8,896.4,80.5,1
2171,35.3,19.1,53.2,64.6,51.7,246.4,281.7,406.3,175.1,139.4,28.7,24.5,1525.9,54.4,169.6,1109.4,192.5,1
2172,0.8,11.5,76.6,40.5,51.1,210.5,297.4,282.2,175.0,92.0,49.2,17.8,1304.7,12.3,168.2,965.1,159.1,1
2173,32.0,19.5,8.4,38.6,117.1,213.6,302.3,171.6,232.9,104.2,68.1,21.6,1330.0,51.5,164.1,920.4,194.0,1
2174,18.1,0.3,42.6,54.8,88.3,214.8,359.1,282.1,176.2,76.8,43.8,6.0,1362.8,18.4,185.7,1032.2,126.5,1
2175,6.2,15.1,22.6,62.9,40.7,166.5,323.6,197.5,170.0,93.0,35.7,17.8,1151.7,21.3,126.3,857.6,146.5,1
2176,23.5,18.0,44.1,58.3,78.0,192.5,89.5,338.7,119.8,117.5,22.7,10.8,1113.4,41.6,180.3,740.6,150.9,1
2177,20.4,18.4,3.5,67.9,65.3,115.3,203.1,315.7,243.3,44.1,12.8,2.5,1112.3,38.8,136.7,877.4,59.4,0
2178,10.8,18.6,7.3,22.6,73.0,244.8,141.9,268.4,155.1,92.1,55.2,10.4,1100.0,29.4,102.8,810.1,157.7,1
2179,18.8,21.1,16.0,40.0,65.8,21.9,307.3,257.5,133.5,108.4,29.9,19.0,1039.4,40.0,121.9,720.2,157.3,1
2180,13.4,28.7,31.4,24.3,95.3,170.2,311.8,265.6,201.1,140.7,56.0,20.8,1359.3,42.1,151.1,948.7,217.5,1
2181,19.4,34.2,18.5,36.5,71.7,237.7,314.8,280.6,150.1,156.0,26.4,2.0,1348.0,53.6,126.6,983.3,184.5,1
2182,25.9,12.9,41.9,67.3,60.3,100.0,227.9,227.5,162.7,84.7,20.0,5.7,1036.7,38.8,169.5,718.0,110.4,0
2183,37.0,5.2,48.5,47.4,91.2,197.0,342.2,185.6,203.4,125.3,41.4,24.0,1348.1,42.2,187.0,928.3,190.7,1
2184,3.1,7.4,40.8,102.4,68.5,137.6,345.1,357.4,173.0,0.0,31.5,21.6,1288.4,10.6,211.7,1013.2,53.1,1
2185,43.6,15.2,59.1,49.3,65.4,154.7,207.1,253.8,310.2,141.0,8.9,25.8,1334.1,58.8,173.8,925.9,175.6,1
2186,0.0,17.1,37.5,46.3,70.8,227.0,192.4,291.4,186.1,54.4,69.3,31.0,1223.3,17.1,154.6,896.9,154.8,1
2187,16.2,11.2,8.1,47.3,59.4,185.9,295.0,299.4,222.1,72.8,20.5,21.9,1259.8,27.4,114.8,1002.4,115.2,1
2188,25.1,3.9,54.5,31.0,62.3,63.1,420.4,301.9,89.0,98.8,51.6,11.4,1212.9,28.9,147.8,874.5,161.8,1
2189,21.4,15.6,19.1,43.7,45.6,121.3,414.0,200.2,145.2,76.2,49.8,17.3,1169.4,37.0,108.4,880.7,143.3,1
2190,10.5,24.5,46.4,69.8,41.0,228.6,334.4,166.0,133.5,89.5,7.8,34.3,1186.4,35.1,157.2,862.6,131.5,1
2191,15.5,30.3,58.3,47.5,34.0,199.7,243.9,240.0,140.4,142.3,13.0,46.4,1211.3,45.8,139.9,823.9,201.7,0
2192,12.1,14.2,38.2,27.5,23.0,271.1,357.1,306.9,211.6,67.4,27.0,21.1,1377.3,26.3,88.8,1146.7,115.5,1
2193,10.9,16.2,3.1,24.6,37.4,267.5,263.3,230.5,243.8,40.7,15.7,21.9,1175.7,27.1,65.1,1005.2,78.3,1
2194,28.2,9.0,13.5,35.1,57.1,156.2,241.3,255.9,207.9,150.9,67.5,24.0,1246.6,37.2,105.7,861.2,242.4,1
2195,22.3,21.6,53.8,46.6,64.9,312.7,144.9,424.7,178.2,102.0,29.0,16.3,1416.9,43.8,165.3,1060.5,147.3,1
2196,9.7,10.1,27.0,71.3,54.4,176.3,302.2,154.5,157.2,155.0,50.8,28.8,1197.3,19.8,152.6,790.2,234.6,1
2197,28.8,30.0,31.4,15.5,0.0,122.1,250.9,228.7,247.9,114.8,43.3,27.1,1140.5,58.8,46.9,849.5,185.2,1
2198,21.7,0.0,43.7,38.0,106.1,140.1,301.8,409.0,297.7,31.7,38.3,19.9,1447.9,21.7,187.7,1148.6,89.9,1
2199,27.8,17.0,42.5,48.2,92.4,50.9,134.0,277.0,197.0,106.5,33.8,12.5,1039.6,44.7,183.1,658.9,152.8,0
2200,25.6,26.2,35.0,4.7,74.5,263.4,306.9,232.0,238.8,44.6,57.7,0.0,1309.4,51.8,114.2,1041.1,102.4,1
2201,8.1,24.6,26.2,26.7,115.4,262.7,124.8,359.5,207.9,82.3,16.5,24.1,1278.6,32.6,168.3,954.9,122.8,1
2202,11.3,59.7,24.4,30.0,34.6,119.1,371.2,283.8,229.3,79.1,67.5,18.3,1328.4,71.0,89.0,1003.3,165.0,1
2203,27.0,26.9,45.4,27.5,114.9,162.5,331.5,256.3,129.4,20.5,7.3,7.9,1157.1,53.9,187.8,879.8,35.7,1
2204,25.3,7.9,40.0,49.2,35.0,180.3,275.5,293.1,164.6,51.1,48.6,3.6,1174.2,33.3,124.2,913.4,103.3,1
2205,17.7,20.7,25.4,41.5,68.7,122.2,334.4,235.2,210.6,165.8,4.9,23.3,1270.3,38.4,135.5,902.4,194.0,1
2206,19.4,0.0,49.5,32.8,26.3,78.5,226.5,210.8,253.0,91.1,26.7,0.0,1014.6,19.4,108.6,768.9,117.7,1
2207,33.3,20.9,27.7,54.4,62.4,163.4,300.1,272.3,147.5,75.3,34.9,19.3,1211.4,54.2,144.5,883.2,129.5,1
2208,10.9,10.3,14.7,82.9,72.8,157.3,350.6,211.3,84.3,150.9,23.3,25.3,1194.6,21.2,170.4,803.5,199.4,1
2209,24.6,34.8,16.3,81.1,57.7,153.6,78.4,280.7,164.1,66.9,29.4,22.0,1009.7,59.4,155.1,676.9,118.4,1
2210,15.6,14.3,12.4,2.7,82.0,187.2,263.7,304.1,242.5,78.5,5.3,11.7,1220.0,29.9,97.1,997.6,95.5,1
2211,15.4,20.4,25.1,57.7,64.8,253.6,293.4,338.0,107.6,119.7,13.3,2.3,1311.2,35.8,147.6,992.7,135.2,1
2212,31.2,13.1,52.2,41.1,47.4,158.3,281.3,356.7,128.8,66.8,43.0,22.5,1242.2,44.3,140.7,925.1,132.2,1
2213,27.9,46.3,15.5,48.4,46.1,184.4,397.0,252.4,198.1,53.6,33.6,29.2,1332.6,74.2,110.1,1031.9,116.4,1
2214,27.8,17.5,33.4,36.2,84.7,215.0,216.3,314.0,184.0,0.0,19.2,9.7,1157.7,45.3,154.3,929.2,28.9,1
2215,33.7,47.7,18.2,47.6,43.7,205.5,251.5,313.5,220.9,46.4,59.5,21.6,1309.7,81.3,109.5,991.4,127.5,1
2216,18.3,33.4,25.3,48.3,87.6,141.2,160.9,302.3,126.1,46.1,8.6,33.4,1031.5,51.7,161.3,730.5,88.0,0
2217,26.2,28.7,2.8,32.3,96.2,180.3,400.7,247.4,173.1,88.0,25.8,19.7,1321.3,54.9,131.3,1001.5,133.5,1
2218,14.3,27.2,26.0,25.3,15.3,205.1,277.8,210.1,252.1,58.8,22.9,11.6,1146.5,41.4,66.6,945.1,93.3,1
2219,21.9,27.5,26.5,35.1,93.7,112.9,264.3,314.1,128.0,164.0,45.3,27.4,1260.9,49.4,155.4,819.4,236.8,0
2220,16.4,0.0,39.7,50.2,119.7,244.5,291.3,163.9,266.8,41.8,34.0,7.9,1276.2,16.4,209.6,966.6,83.7,1
2221,19.2,18.1,34.0,58.2,69.1,253.7,339.5,261.8,134.5,135.2,30.8,1.7,1355.8,37.3,161.3,989.6,167.8,1
2222,25.1,33.8,8.4,63.8,78.8,135.2,319.3,106.4,234.2,90.4,0.0,24.9,1120.3,59.0,151.0,795.1,115.3,0
2223,8.2,21.3,49.5,34.1,91.0,185.7,480.4,189.1,170.6,112.7,50.3,11.5,1404.4,29.5,174.7,1025.7,174.5,0
2224,43.1,2.3,33.8,51.2,54.3,210.3,326.8,220.4,130.5,110.3,28.6,12.5,1224.2,45.4,139.3,887.9,151.5,0
2225,5.9,21.3,33.6,66.2,67.1,145.0,262.4,354.6,164.2,0.0,35.3,9.1,1164.6,27.2,166.8,926.2,44.4,0
2226,3.4,45.9,29.8,70.6,25.2,201.5,255.7,326.8,218.3,81.6,18.0,10.8,1287.7,49.3,125.7,1002.3,110.4,1
2227,31.9,39.5,20.7,43.7,65.9,184.0,267.5,242.3,189.6,72.0,14.9,31.4,1203.4,71.4,130.3,883.5,118.4,1
2228,27.5,21.1,33.9,40.1,75.9,94.3,189.9,329.6,248.2,38.9,63.0,34.3,1196.8,48.6,150.0,861.9,136.2,1
2229,25.5,35.3,38.6,49.2,76.5,200.3,297.8,340.4,264.7,99.5,0.0,35.7,1463.3,60.8,164.2,1103.1,135.2,1
2230,25.5,16.9,0.0,19.7,91.8,114.5,349.8,269.1,128.5,147.2,11.9,28.0,1203.0,42.4,111.5,861.9,187.1,0
2231,17.9,0.0,20.3,40.7,40.3,226.7,252.1,185.9,124.7,0.0,62.6,21.1,992.2,17.9,101.3,789.3,83.7,1
2232,7.2,9.1,25.4,61.4,47.1,138.1,238.5,265.9,122.2,61.7,45.8,0.2,1022.5,16.3,133.9,764.6,107.7,1
2233,18.9,43.9,34.6,59.1,115.1,166.1,401.1,273.3,143.2,34.7,26.5,13.9,1330.5,62.8,208.8,983.8,75.1,1
2234,9.9,18.2,51.5,39.1,57.8,250.5,195.1,196.2,247.4,84.7,57.9,39.7,1248.0,28.0,148.3,889.2,182.4,0
2235,29.7,18.6,16.1,49.8,67.6,202.3,150.3,305.0,219.1,69.6,41.9,11.2,1181.2,48.3,133.5,876.7,122.8,1
2236,16.2,17.8,21.0,26.9,60.1,115.6,214.3,299.0,161.7,59.0,37.7,32.7,1062.0,34.0,108.0,790.6,129.3,1
2237,8.1,48.7,20.8,60.5,39.0,119.2,187.2,310.3,189.4,108.2,37.5,16.6,1145.3,56.8,120.2,806.0,162.3,1
2238,14.1,44.8,15.6,43.3,107.5,142.0,322.0,299.0,263.0,144.2,42.3,0.0,1437.8,58.9,166.3,1026.1,186.5,0
2239,23.0,53.1,23.8,38.9,47.2,196.7,269.8,329.6,289.2,183.1,43.1,23.0,1520.5,76.0,109.9,1085.3,249.3,1
2240,11.2,19.8,43.9,37.0,30.4,194.7,279.6,267.8,203.5,53.9,76.9,29.9,1248.7,31.0,111.4,945.6,160.7,1
2241,8.1,26.1,11.0,43.6,49.4,128.6,375.7,293.7,51.7,12.8,29.1,15.5,1045.4,34.3,104.0,849.8,57.4,1
2242,20.9,0.8,37.7,35.1,6.0,110.8,246.6,253.0,205.5,103.2,29.7,29.6,1078.8,21.7,78.8,815.8,162.5,1
2243,20.9,42.7,0.0,59.5,43.8,190.5,349.3,240.3,238.6,143.2,8.3,0.0,1336.9,63.6,103.2,1018.6,151.5,1
2244,11.9,5.7,19.9,36.3,34.9,165.0,400.8,371.0,201.7,112.9,32.0,0.8,1392.8,17.6,91.1,1138.5,145.6,1
2245,12.3,25.0,24.1,80.0,79.3,293.6,263.1,141.0,227.8,143.0,70.3,18.3,1377.9,37.4,183.4,925.6,231.6,1
2246,20.8,6.6,60.1,77.2,43.1,177.0,346.6,339.6,208.6,73.4,52.7,21.2,1427.1,27.4,180.5,1071.8,147.4,1
2247,0.6,13.8,25.1,25.4,86.9,274.8,278.1,237.8,125.8,58.8,22.1,30.9,1180.0,14.4,137.3,916.5,111.9,1
2248,1.1,10.3,0.0,46.5,101.2,110.6,359.7,229.0,143.9,86.4,33.6,23.0,1145.3,11.4,147.7,843.2,143.0,1
2249,9.4,13.5,0.0,30.7,83.9,88.5,185.0,297.8,173.3,69.4,7.1,2.9,961.4,22.9,114.6,744.6,79.4,0
2250,15.4,14.5,30.6,37.8,56.0,113.4,179.8,178.7,245.4,107.2,13.6,18.3,1010.8,29.9,124.4,717.3,139.2,1
2251,21.7,14.3,41.0,89.1,66.0,240.4,267.6,224.5,150.2,118.9,36.0,22.6,1292.3,36.1,196.1,882.7,177.4,1
2252,35.7,33.7,36.8,38.2,19.3,271.6,232.8,222.3,213.7,121.8,23.1,0.0,1248.9,69.4,94.3,940.3,144.9,1
2253,28.3,6.5,33.0,52.9,58.3,132.0,258.8,264.9,205.8,101.4,12.1,15.5,1169.6,34.8,144.2,861.5,129.0,1
2254,16.1,25.1,50.9,56.9,37.9,149.7,279.6,225.3,272.5,91.3,42.8,12.3,1260.5,41.2,145.7,927.1,146.4,1
2255,17.8,39.1,20.3,23.0,81.4,110.7,345.4,388.9,187.8,112.2,31.4,8.8,1366.7,56.8,124.7,1032.8,152.3,1
2256,6.0,14.8,46.1,26.2,134.0,75.4,266.5,402.2,98.8,7.4,1.6,21.5,1100.4,20.8,206.3,842.8,30.5,1
2257,17.8,11.9,0.6,18.5,76.0,214.5,237.3,142.5,223.6,90.0,0.0,3.4,1036.2,29.7,95.1,818.0,93.4,1
2258,14.5,18.8,13.7,25.5,6.2,187.3,270.4,317.0,301.2,84.0,21.6,20.6,1280.8,33.3,45.5,1075.9,126.2,1
2259,21.9,38.5,0.0,0.0,51.9,175.6,241.2,338.4,227.0,90.1,1.2,22.2,1207.9,60.4,51.9,982.2,113.5,0
2260,8.1,24.7,25.1,57.0,65.4,98.0,229.6,316.9,149.0,78.7,0.0,27.9,1080.4,32.8,147.5,793.6,106.6,1
2261,24.2,14.6,29.2,90.2,64.4,265.2,182.1,235.2,133.7,98.4,55.6,3.6,1196.5,38.8,183.8,816.3,157.6,1
2262,36.4,28.8,32.1,48.3,41.5,147.3,299.9,263.4,140.4,60.2,31.0,0.0,1129.2,65.2,121.8,851.0,91.2,1
2263,16.7,6.6,31.1,13.8,68.9,204.3,255.2,229.1,294.2,124.9,27.7,19.1,1291.6,23.3,113.8,982.8,171.7,1
2264,22.8,31.5,13.3,30.9,27.2,95.0,362.6,251.4,173.0,100.0,29.2,12.9,1149.9,54.4,71.4,882.0,142.1,1
2265,26.3,27.7,26.6,34.9,35.5,164.5,193.7,197.7,155.5,87.7,10.2,47.9,1008.4,54.0,97.0,711.5,145.9,1
2266,13.2,17.7,3.0,22.6,80.1,191.0,257.1,272.2,181.8,55.5,41.2,21.0,1156.4,30.9,105.7,902.0,117.8,0
2267,20.7,10.3,54.5,63.9,33.6,193.0,421.9,177.8,173.5,113.0,30.4,16.6,1309.2,30.9,152.0,966.2,160.0,1
2268,18.2,9.6,24.5,62.8,77.1,183.5,229.2,266.4,271.5,89.9,17.9,14.1,1264.6,27.7,164.4,950.6,121.8,1
2269,19.2,29.5,21.2,19.6,23.7,202.2,278.4,195.1,137.2,53.3,20.8,2.6,1002.8,48.7,64.4,813.0,76.7,1
2270,8.7,39.2,58.6,61.0,111.4,112.8,209.9,294.1,251.4,79.8,8.5,22.2,1257.6,47.9,231.0,868.2,110.5,1
2271,18.3,13.1,7.6,78.6,40.3,185.9,200.6,233.8,196.3,105.9,24.9,15.1,1120.4,31.4,126.5,816.6,145.9,1
2272,24.0,28.4,9.7,86.9,55.7,181.3,403.3,299.8,252.8,103.0,28.2,15.1,1488.1,52.4,152.3,1137.1,146.3,1
